file_name,line_before,line_after,reference,project,commit_link
.travis.yml,- '5',,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
.travis.yml,- '4',## Heads up!,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
.verb.md,,"[Please update][update] to version 2.0.1 or later, a critical bug was fixed in that version.",8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
.verb.md,,[update]: https://gist.github.com/jonschlinkert/9a62534c4f8bc76aee6058caa3f05fd6,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,# mixin-deep [![NPM version](https://img.shields.io/npm/v/mixin-deep.svg?style=flat)](https://www.npmjs.com/package/mixin-deep) [![NPM monthly downloads](https://img.shields.io/npm/dm/mixin-deep.svg?style=flat)](https://npmjs.org/package/mixin-deep) [![NPM total downloads](https://img.shields.io/npm/dt/mixin-deep.svg?style=flat)](https://npmjs.org/package/mixin-deep) [![Linux Build Status](https://img.shields.io/travis/jonschlinkert/mixin-deep.svg?style=flat&label=Travis)](https://travis-ci.org/jonschlinkert/mixin-deep),# mixin-deep [![Donate](https://img.shields.io/badge/Donate-PayPal-green.svg)](https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=W8YFZ425KND68) [![NPM version](https://img.shields.io/npm/v/mixin-deep.svg?style=flat)](https://www.npmjs.com/package/mixin-deep) [![NPM monthly downloads](https://img.shields.io/npm/dm/mixin-deep.svg?style=flat)](https://npmjs.org/package/mixin-deep) [![NPM total downloads](https://img.shields.io/npm/dt/mixin-deep.svg?style=flat)](https://npmjs.org/package/mixin-deep) [![Linux Build Status](https://img.shields.io/travis/jonschlinkert/mixin-deep.svg?style=flat&label=Travis)](https://travis-ci.org/jonschlinkert/mixin-deep),8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,,## Heads up!,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,,"[Please update](https://gist.github.com/jonschlinkert/9a62534c4f8bc76aee6058caa3f05fd6) to version 2.0.1 or later, a critical bug was fixed in that version.",8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,,,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,| **Commits** | **Contributor** |,,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,| --- | --- |,,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,| 26 | [jonschlinkert](https://github.com/jonschlinkert) |,,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,| 2 | [doowb](https://github.com/doowb) |,| **Commits** | **Contributor** |,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,,| --- | --- |,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,,| 28 | [jonschlinkert](https://github.com/jonschlinkert) |,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,,| 2  | [doowb](https://github.com/doowb) |,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,* [LinkedIn Profile](https://linkedin.com/in/jonschlinkert),* [LinkedIn Profile](https://linkedin.com/in/jonschlinkert),8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,"Copyright © 2018, [Jon Schlinkert](https://github.com/jonschlinkert).","Copyright © 2019, [Jon Schlinkert](https://github.com/jonschlinkert).",8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
README.md,"_This file was generated by [verb-generate-readme](https://github.com/verbose/verb-generate-readme), v0.6.0, on July 11, 2018._","_This file was generated by [verb-generate-readme](https://github.com/verbose/verb-generate-readme), v0.8.0, on June 19, 2019._",8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,"function mixinDeep(target, ...rest) {",const isObject = val => {,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,,return typeof val === 'function' || (typeof val === 'object' && val !== null && !Array.isArray(val));,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,,};,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,,const isValidKey = key => {,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,,return key !== '__proto__' && key !== 'constructor' && key !== 'prototype';,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,,};,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,,"const mixinDeep = (target, ...rest) => {",8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,if (key !== '__proto__') {,if (isValidKey(key)) {,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,},};,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,function isObject(val) {,,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,return typeof val === 'function' || (typeof val === 'object' && val !== null && !Array.isArray(val));,,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,},,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
index.js,,,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
package.json,"""node"": "">=4""","""node"": "">=6""",8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
package.json,"""gulp-format-md"": ""^1.0.0"",",,8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
package.json,"""mocha"": ""^5.2.0""","""gulp-format-md"": ""^2.0.0"",",8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
package.json,,"""mocha"": ""^6.1.4""",8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
package.json,,"""assign"",",8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9,mixin-deep,https://github.com/jonschlinkert/mixin-deep/commit/8f464c8ce9761a8c9c2b3457eaeee9d404fa7af9
